Date,Close Price
2018/3/24 12:00,8877.88
2018/3/24 13:00,8873.7
2018/3/24 14:00,8980.99
2018/3/24 15:00,8944.34
2018/3/24 16:00,8925.61
2018/3/24 17:00,8879.43
2018/3/24 18:00,8915.92
2018/3/24 19:00,8910.43
2018/3/24 20:00,8936.15
2018/3/24 21:00,8679.24
2018/3/24 22:00,8640.51
2018/3/24 23:00,8515.27
2018/3/25 0:00,8549.57
2018/3/25 1:00,8531.19
2018/3/25 2:00,8462.9
2018/3/25 3:00,8531.68
2018/3/25 4:00,8521.13
2018/3/25 5:00,8525.21
2018/3/25 6:00,8517.31
2018/3/25 7:00,8475.96
2018/3/25 8:00,8538.23
2018/3/25 9:00,8518.09
2018/3/25 10:00,8485.57
2018/3/25 11:00,8430.34
2018/3/25 12:00,8505.48
2018/3/25 13:00,8562.11
2018/3/25 14:00,8561.58
2018/3/25 15:00,8501.17
2018/3/25 16:00,8544.93
2018/3/25 17:00,8527.67
2018/3/25 18:00,8632.65
2018/3/25 19:00,8615.24
2018/3/25 20:00,8603.74
2018/3/25 21:00,8621.6
2018/3/25 22:00,8433.28
2018/3/25 23:00,8448.3
2018/3/26 0:00,8372.87
2018/3/26 1:00,8418.48
2018/3/26 2:00,8426.18
2018/3/26 3:00,8429.94
2018/3/26 4:00,8442.89
2018/3/26 5:00,8474.86
2018/3/26 6:00,8452.45
2018/3/26 7:00,8415.03
2018/3/26 8:00,8394.53
2018/3/26 9:00,8299.33
2018/3/26 10:00,8214.7
2018/3/26 11:00,8093.23
2018/3/26 12:00,8121.06
2018/3/26 13:00,8101.85
2018/3/26 14:00,8095
2018/3/26 15:00,8089.13
2018/3/26 16:00,8079.65
2018/3/26 17:00,7918.69
2018/3/26 18:00,7907.5
2018/3/26 19:00,7922.54
2018/3/26 20:00,7893.82
2018/3/26 21:00,7884.77
2018/3/26 22:00,8183.04
2018/3/26 23:00,8142.88
2018/3/27 0:00,8192.99
2018/3/27 1:00,8053.63
2018/3/27 2:00,7833.22
2018/3/27 3:00,7842.4
2018/3/27 4:00,7771.14
2018/3/27 5:00,7925.45
2018/3/27 6:00,7969.21
2018/3/27 7:00,7938.29
2018/3/27 8:00,7940.09
2018/3/27 9:00,7924.5
2018/3/27 10:00,8014.34
2018/3/27 11:00,7933.61
2018/3/27 12:00,7942.15
2018/3/27 13:00,8124.28
2018/3/27 14:00,8070.52
2018/3/27 15:00,8060.15
2018/3/27 16:00,8117.27
2018/3/27 17:00,7921.85
2018/3/27 18:00,7877.93
2018/3/27 19:00,7888.61
2018/3/27 20:00,7999.2
2018/3/27 21:00,7997.15
2018/3/27 22:00,7976.23
2018/3/27 23:00,7784.92
2018/3/28 0:00,7786.53
2018/3/28 1:00,7811.99
2018/3/28 2:00,7813.14
2018/3/28 3:00,7863.66
2018/3/28 4:00,7826.53
2018/3/28 5:00,7845.81
2018/3/28 6:00,7897.79
2018/3/28 7:00,7866.93
2018/3/28 8:00,7906.14
2018/3/28 9:00,8090.65
2018/3/28 10:00,8040.3
2018/3/28 11:00,8045.64
2018/3/28 12:00,8014.31
2018/3/28 13:00,8033.29
2018/3/28 14:00,7898.29
2018/3/28 15:00,7863.34
2018/3/28 16:00,7881.32
2018/3/28 17:00,7920.23
2018/3/28 18:00,7936.26
2018/3/28 19:00,7904.45
2018/3/28 20:00,7904.56
2018/3/28 21:00,7871.22
2018/3/28 22:00,7943.1
2018/3/28 23:00,7939.14
2018/3/29 0:00,7934.92
2018/3/29 1:00,7872.96
2018/3/29 2:00,7894.46
2018/3/29 3:00,7872.23
2018/3/29 4:00,7631.8
2018/3/29 5:00,7544.22
2018/3/29 6:00,7615.66
2018/3/29 7:00,7532.42
2018/3/29 8:00,7546.2
2018/3/29 9:00,7514.63
2018/3/29 10:00,7472.2
2018/3/29 11:00,7470.08
2018/3/29 12:00,7492.81
2018/3/29 13:00,7476.37
2018/3/29 14:00,7390.27
2018/3/29 15:00,7430.46
2018/3/29 16:00,7493.67
2018/3/29 17:00,7433.97
2018/3/29 18:00,7439.85
2018/3/29 19:00,7334.23
2018/3/29 20:00,7114.8
2018/3/29 21:00,7052.53
2018/3/29 22:00,7159.37
2018/3/29 23:00,7075.8
2018/3/30 0:00,6826.35
2018/3/30 1:00,6859.12
2018/3/30 2:00,6819.85
2018/3/30 3:00,6855.33
2018/3/30 4:00,6690.76
2018/3/30 5:00,7175.88
2018/3/30 6:00,7037.45
2018/3/30 7:00,7200.71
2018/3/30 8:00,7111.73
2018/3/30 9:00,7026.26
2018/3/30 10:00,6898.37
2018/3/30 11:00,7012.45
2018/3/30 12:00,7019.73
2018/3/30 13:00,6886.75
2018/3/30 14:00,6843.27
2018/3/30 15:00,6766.1
2018/3/30 16:00,6651.87
2018/3/30 17:00,6727.79
2018/3/30 18:00,6734.52
2018/3/30 19:00,6819.2
2018/3/30 20:00,6867.73
2018/3/30 21:00,6911.65
2018/3/30 22:00,6786.43
2018/3/30 23:00,6843.24
2018/3/31 0:00,6982.02
2018/3/31 1:00,7083.25
2018/3/31 2:00,7053.11
2018/3/31 3:00,6976.68
2018/3/31 4:00,7018.95
2018/3/31 5:00,6913.44
2018/3/31 6:00,6814.44
2018/3/31 7:00,6820.34
2018/3/31 8:00,6896.33
2018/3/31 9:00,7008.9
2018/3/31 10:00,7095.8
2018/3/31 11:00,7087.57
2018/3/31 12:00,7182.64
2018/3/31 13:00,7045.02
2018/3/31 14:00,7066.99
2018/3/31 15:00,7052.07
2018/3/31 16:00,7144.79
2018/3/31 17:00,7117.51
2018/3/31 18:00,7035.27
2018/3/31 19:00,7057.3
2018/3/31 20:00,6906.38
2018/3/31 21:00,6926.22
2018/3/31 22:00,6953.42
2018/3/31 23:00,6928.85
2018/4/1 0:00,6982.59
2018/4/1 1:00,7002.6
2018/4/1 2:00,6920.92
2018/4/1 3:00,6928.86
2018/4/1 4:00,6938.95
2018/4/1 5:00,6931.31
2018/4/1 6:00,6845.95
2018/4/1 7:00,6711.3
2018/4/1 8:00,6704.04
2018/4/1 9:00,6750.79
2018/4/1 10:00,6710.1
2018/4/1 11:00,6695.57
2018/4/1 12:00,6703.96
2018/4/1 13:00,6564.46
2018/4/1 14:00,6511.98
2018/4/1 15:00,6455.49
2018/4/1 16:00,6809.94
2018/4/1 17:00,6844.57
2018/4/1 18:00,6818.25
2018/4/1 19:00,6903.76
2018/4/1 20:00,6908.21
2018/4/1 21:00,6828.82
2018/4/1 22:00,6818.43
2018/4/1 23:00,6816.88
2018/4/2 0:00,6985.59
2018/4/2 1:00,6933.41
2018/4/2 2:00,6976.82
2018/4/2 3:00,6992.53
2018/4/2 4:00,6886.38
2018/4/2 5:00,6897.23
2018/4/2 6:00,6894.22
2018/4/2 7:00,7100.54
2018/4/2 8:00,7060.15
2018/4/2 9:00,7060.39
2018/4/2 10:00,7064.6
2018/4/2 11:00,7035.56
2018/4/2 12:00,7004.95
2018/4/2 13:00,7011.64
2018/4/2 14:00,6914.6
2018/4/2 15:00,7017.26
2018/4/2 16:00,7014.18
2018/4/2 17:00,6973.64
2018/4/2 18:00,6970.4
2018/4/2 19:00,6986.04
2018/4/2 20:00,6920.34
2018/4/2 21:00,6983.94
2018/4/2 22:00,7035.57
2018/4/2 23:00,7048.86
2018/4/3 0:00,7031.15
2018/4/3 1:00,7031.74
2018/4/3 2:00,7170.36
2018/4/3 3:00,7183.33
2018/4/3 4:00,7348.41
2018/4/3 5:00,7335.57
2018/4/3 6:00,7341.61
2018/4/3 7:00,7399.37
2018/4/3 8:00,7344.66
2018/4/3 9:00,7372.27
2018/4/3 10:00,7312.85
2018/4/3 11:00,7306.31
2018/4/3 12:00,7357.53
2018/4/3 13:00,7339.83
2018/4/3 14:00,7349.15
2018/4/3 15:00,7390.71
2018/4/3 16:00,7402.05
2018/4/3 17:00,7413.65
2018/4/3 18:00,7489.02
2018/4/3 19:00,7448.37
2018/4/3 20:00,7410.62
2018/4/3 21:00,7432.5
2018/4/3 22:00,7395.41
2018/4/3 23:00,7417.08
2018/4/4 0:00,7402.88
2018/4/4 1:00,7332.82
2018/4/4 2:00,7297.6
2018/4/4 3:00,7295.65
2018/4/4 4:00,7307.85
2018/4/4 5:00,7359.9
2018/4/4 6:00,7355.45
2018/4/4 7:00,7327.95
2018/4/4 8:00,7305.8
2018/4/4 9:00,7083.8
2018/4/4 10:00,7100.72
2018/4/4 11:00,7061.76
2018/4/4 12:00,7063.98
2018/4/4 13:00,7075.88
2018/4/4 14:00,6862.23
2018/4/4 15:00,6787.04
2018/4/4 16:00,6890.61
2018/4/4 17:00,6843.09
2018/4/4 18:00,6821.19
2018/4/4 19:00,6880.28
2018/4/4 20:00,6847.43
2018/4/4 21:00,6829.76
2018/4/4 22:00,6766.54
2018/4/4 23:00,6789.86
2018/4/5 0:00,6680.99
2018/4/5 1:00,6584.81
2018/4/5 2:00,6607.88
2018/4/5 3:00,6776.34
2018/4/5 4:00,6782.07
2018/4/5 5:00,6846.67
2018/4/5 6:00,6757.09
2018/4/5 7:00,6778.8
2018/4/5 8:00,6870.72
2018/4/5 9:00,6844.47
2018/4/5 10:00,6794.99
2018/4/5 11:00,6796.92
2018/4/5 12:00,6659.79
2018/4/5 13:00,6835.5
2018/4/5 14:00,6772.09
2018/4/5 15:00,6744.58
2018/4/5 16:00,6708.35
2018/4/5 17:00,6698.95
2018/4/5 18:00,6697.34
2018/4/5 19:00,6768.95
2018/4/5 20:00,6749.15
2018/4/5 21:00,6725.95
2018/4/5 22:00,6825.4
2018/4/5 23:00,6771.22
2018/4/6 0:00,6823.72
2018/4/6 1:00,6798.91
2018/4/6 2:00,6775.43
2018/4/6 3:00,6766.82
2018/4/6 4:00,6793.47
2018/4/6 5:00,6782.16
2018/4/6 6:00,6569.89
2018/4/6 7:00,6635.09
2018/4/6 8:00,6605.95
2018/4/6 9:00,6577.03
2018/4/6 10:00,6540.21
2018/4/6 11:00,6621.74
2018/4/6 12:00,6605.76
2018/4/6 13:00,6628.01
2018/4/6 14:00,6600.44
2018/4/6 15:00,6598.41
2018/4/6 16:00,6612.8
2018/4/6 17:00,6612.21
2018/4/6 18:00,6601.43
2018/4/6 19:00,6617.37
2018/4/6 20:00,6602.46
2018/4/6 21:00,6614.54
2018/4/6 22:00,6568.76
2018/4/6 23:00,6620.34
2018/4/7 0:00,6633.53
2018/4/7 1:00,6842.89
2018/4/7 2:00,6834.66
2018/4/7 3:00,6857.42
2018/4/7 4:00,6848.7
2018/4/7 5:00,6847.17
2018/4/7 6:00,6864.74
2018/4/7 7:00,6861.67
2018/4/7 8:00,6880.32
2018/4/7 9:00,6853.82
2018/4/7 10:00,6866.52
2018/4/7 11:00,6862.83
2018/4/7 12:00,6874.28
2018/4/7 13:00,6850.71
2018/4/7 14:00,6862.05
2018/4/7 15:00,7016.59
2018/4/7 16:00,7014.96
2018/4/7 17:00,7004.95
2018/4/7 18:00,6985.05
2018/4/7 19:00,6987.66
2018/4/7 20:00,7006.34
2018/4/7 21:00,6973.92
2018/4/7 22:00,6926.01
2018/4/7 23:00,6895.24
2018/4/8 0:00,6965.49
2018/4/8 1:00,6947.11
2018/4/8 2:00,6943.49
2018/4/8 3:00,6964.26
2018/4/8 4:00,6973.15
2018/4/8 5:00,6939.46
2018/4/8 6:00,6922.22
2018/4/8 7:00,6943.52
2018/4/8 8:00,6964.07
2018/4/8 9:00,6992
2018/4/8 10:00,6982.97
2018/4/8 11:00,7062.42
2018/4/8 12:00,7080.11
2018/4/8 13:00,7058.89
2018/4/8 14:00,7028.35
2018/4/8 15:00,7046.49
2018/4/8 16:00,6986.74
2018/4/8 17:00,6983.66
2018/4/8 18:00,6990.74
2018/4/8 19:00,6984.89
2018/4/8 20:00,6956.08
2018/4/8 21:00,6988.47
2018/4/8 22:00,7024.74
2018/4/8 23:00,7022.75
2018/4/9 0:00,7065.08
2018/4/9 1:00,7112.77
2018/4/9 2:00,7117.58
2018/4/9 3:00,7125.26
2018/4/9 4:00,7144.07
2018/4/9 5:00,7105.35
2018/4/9 6:00,7119.26
2018/4/9 7:00,7125.29
2018/4/9 8:00,7161.49
2018/4/9 9:00,7088.93
2018/4/9 10:00,6785.3
2018/4/9 11:00,6753.68
2018/4/9 12:00,6748.87
2018/4/9 13:00,6735.29
2018/4/9 14:00,6733.39
2018/4/9 15:00,6724.58
2018/4/9 16:00,6738.57
2018/4/9 17:00,6738.51
2018/4/9 18:00,6748.54
2018/4/9 19:00,6676.42
2018/4/9 20:00,6664.98
2018/4/9 21:00,6717.31
2018/4/9 22:00,6695.56
2018/4/9 23:00,6769.14
2018/4/10 0:00,6765.07
2018/4/10 1:00,6728.36
2018/4/10 2:00,6743.14
2018/4/10 3:00,6782.61
2018/4/10 4:00,6762.59
2018/4/10 5:00,6758.42
2018/4/10 6:00,6701.75
2018/4/10 7:00,6724.51
2018/4/10 8:00,6735.6
2018/4/10 9:00,6773.97
2018/4/10 10:00,6722.53
2018/4/10 11:00,6739.38
2018/4/10 12:00,6755.43
2018/4/10 13:00,6752.09
2018/4/10 14:00,6755.89
2018/4/10 15:00,6822.55
2018/4/10 16:00,6837.76
2018/4/10 17:00,6856.42
2018/4/10 18:00,6831.29
2018/4/10 19:00,6847.05
2018/4/10 20:00,6839.66
2018/4/10 21:00,6854.2
2018/4/10 22:00,6790
2018/4/10 23:00,6832.47
